"sys_created_on","number","short_description","description","u_error_symptoms","tags"
"2025-02-24 19:17:39","INC41715763","EPMP data flow to IRIS issue in TS02","We are not receiving EPMP data in IRIS TS02 for some tables. Can you please check at what level the issue/disconnection is?","","Latency"
"2025-02-24 19:25:44","INC41716023","Symantec Management Platform (Altiris) - Deployment Option Failed","Cant deploy using dsm","Deployment Option Failed","Errors"
"2025-02-24 19:26:03","INC41716031","IRIS - Status update  INC41647591 ","i have a few escalated member regarding order 780144484, site 41 states we got the package returned to us but the order has not been update so it is just sitting there.  site 41 states they put in INC41647591 created on 2-19-25.  Please I need an update member is out of medication, thank you","","Order Issue"
"2025-02-24 19:29:30","INC41716101","IRIS - CC and RX issues","failed to add and use CCs multiple times. cleared caches, restarted, went back to members file and found recently placed order missing, as well as the RX that was used to order today 2/24.  INC41715480 -Java 421 is installed normally along with java settings for IRIS. No other java software installed. All TLS settings are set in Java settings as they should be. -EU did not get a screenshot of the CC error as he states it's something they receive daily (payment failed, contact bank), they tried the member's wife's CC and while he was able to get the card added, the payment failed. After it failed, he chose SHIP AND BILL on the new order for capsules. Member had both tab and cap for the same drug on file, so two rx's. After his troubleshooting the rx updated to show tab and LTOOS. An RX for the capsules is missing in the rx history now. -Have received ""ORA-01403: no data found"" error on price checks -Since already cleared edge and java cache before restarting pc before submitting ticket, escalating INC41715480 to MSA ORACLE EBS (RXS) - SPT -Had David go into https://goto.optum.com/ViewMyTickets and add any PHI such as account number, name, etc in the protected information field for the IRIS team to identify the account with issues -Will add the IRIS triage questions once received from David EU has screenshots of the account showing issues with the RX's but since they contain PHI asked David to hold onto them and provide to IRIS Team once they reach out","","Payment, Order Issue, Crash, nonsense, Errors"
"2025-02-24 20:01:56","INC41717135","Got some sort of error message involving the number OR01722. Invalid numbers ","I'm having issues with Iris. I'd already emailed the Star District team but it's actually interfering with my daily activities so I was trying to see if I could get a troubleshooting. Well again just to background,  I try to make edits or cancel an order, I get some sort of error message involving the number OR017. So for example any orders it won't let me call her on profile, prescription won't let me cancel blind and certain holes won't let me see. Certain pharmacy goals.","Got some sort of error message involving the number OR01722. Invalid numbers ","Order Issue"
"2025-02-24 20:03:24","INC41717189","IRIS -spins and ac logs me out.","iris spins and ac logs me out","","Latency"
"2025-02-24 20:04:40","INC41717241","IRIS (Integrated Rx Information System)","Relaunch Iirs","IRIS (Integrated Rx Information System)","?"
"2025-02-24 20:20:33","INC41717688","IRIS (Integrated Rx Information System) - Unable to Login","unable to login to IRIS ","Unable to Login","User Login"
"2025-02-24 20:26:02","INC41717839","Need IRIS Access for DV06 environment ","Please assign to IRIS-Pharmacy Central Non Prod.   Need IRIS Access for DV06 environment   Responsibilities: OM Super User CAG Maintenance Pharmacist Specialty pharmacists Drug File Maintenance PO Super User  Protected Information was moved to secure confidential data field in the incident record   Product entered by customer: ","Need IRIS Access for DV06 environment ","?"
"2025-02-24 20:28:17","INC41717904","Selected Issue: IRIS","When i try to enter a PSC in IRIS, the first medication i enter will either get crossed out or it will not have the HFF option highlighted","","?"
"2025-02-24 20:33:00","INC41718047","Need IRIS Access for DV06 environment ","Please assign to IRIS-Pharmacy Central Non Prod.   Need IRIS Access for DV06 environment   Responsibilities:  OM Super User  CAG Maintenance  Pharmacist  Specialty pharmacists  Drug File Maintenance  PO Super User  Protected Information was moved to secure confidential data field in the incident record  Product entered by customer: ","Need IRIS Access for DV06 environment  ","?"
"2025-02-24 20:37:06","INC41718179","Need IRIS Access for DV06 environment ","Please assign to IRIS-Pharmacy Central Non Prod.   Need IRIS Access for DV06 environment   Responsibilities: OM Super User CAG Maintenance Pharmacist Specialty pharmacists Drug File Maintenance PO Super User  Protected Information was moved to secure confidential data field in the incident record   Product entered by customer: ","Need IRIS Access for DV06 environment ","?"
"2025-02-24 20:37:07","INC41718180","Request for Help Desk support","need DBA team to perform a query to delete some data for our team","","?"
"2025-02-24 20:41:02","INC41718305","Need IRIS Access for DV06 environment ","Please assign to IRIS-Pharmacy Central Non Prod.   Need IRIS Access for DV06 environment   Responsibilities: OM Super User CAG Maintenance Pharmacist Specialty pharmacists Drug File Maintenance PO Super User  Protected Information was moved to secure confidential data field in the incident record   Product entered by customer: ","Need IRIS Access for DV06 environment ","?"
"2025-02-24 20:41:27","INC41718318","IRIS and  Genesys  programs  hanging up ","IRIS and  Genesys  programs  hanging up ","","?"
"2025-02-24 20:44:45","INC41718436"," Need IRIS Access for DV06 environment ","Please assign to IRIS-Pharmacy Central Non Prod.   Need IRIS Access for DV06 environment    Responsibilities: OM Super User CAG Maintenance Pharmacist Specialty pharmacists Drug File Maintenance PO Super User  Protected Information was moved to secure confidential data field in the incident record   Product entered by customer: ","Need IRIS Access for DV06 environment ","?"
"2025-02-24 21:28:12","INC41719632","Selected Issue: IRIS","repsonse time is very slow ","","Latency"
"2025-02-24 21:54:45","INC41720328","IRIS - will not load","will not load","","Launch Issues"
"2025-02-24 22:07:25","INC41720685","Selected Issue: IRIS","I cannot do price checks.  I've been having issues since Friday.","","?"
"2025-02-24 22:25:20","INC41721082","IRIS (Integrated Rx Information System) - an order to be updated","Hi i needed an order to be updated in IRIS O#781349591 with tracking number1ZC6R5150100577122","an order to be updated","Order Issue"
"2025-02-24 22:32:00","INC41721211","SOF spanish cancelled displays english","please send to CCG Scrum Team under Gaurav Arora:   gaurav_10@optum.com Spanish selected, when sp agent clicks 'Cancelar' button, session is closed displays in english Please refer to DE1025543 under Scrum and Scrummer  when SMS order is created and agent navigates to the payment tab, and goes to add credit card from on screen widget with spanish as the language selected,  when agent hits the cancel button, then the message displayes will read Su sesion cancelar    steps:    Responsibility:  Specialty CS rep  1. Create sms order  2. go to payment tab  3. click on add CC  4. select Spanish- screen changes to espanol  5. click on on screen option- Entrada en pantalla  6. scroll down on the on screen option, click on Cancelar  7. message displays in english, instead of spanish....   Acceptance Criteria  given specialty cs rep  when processing payment from SOF  and selected language is spanish for on screen widget  then when i click cancel button- session cancelled displays in spanish  Product entered by customer: please send to CCG Scrum Team under Gaurav Arora:   gaurav_10@optum.com Spanish selected, when sp agent clicks 'Cancelar' button, session is closed displays in english Please refer to DE1025543 under Scrum and Scrummer","please send to CCG Scrum Team under Gaurav Arora:   gaurav_10@optum.com Spanish selected, when sp agent clicks 'Cancelar' button, session is closed displays in english Please refer to DE1025543 under Scrum and Scrummer","Alert, User Request"
"2025-02-24 23:04:15","INC41721749","IRIS help please order 782770423 is getting this hold that i have not seen b4 and need assistance QMSI export Hold comment Err_ID: 2251838025 Code: -6533 Msg: ORA-06533: Subscript beyond count Back Trace: ORA-06512: at ""APPS.XXIRIS_DOMS_SPECIALTY_UTI","IRIS help please order 782770423 is getting this hold that i have not seen b4 and need assistance QMSI export Hold comment Err_ID: 2251838025 Code: -6533 Msg: ORA-06533: Subscript beyond count Back Trace: ORA-06512: at ""APPS.XXIRIS_DOMS_SPECIALTY_UTIL_K"", line 743 ORA-06512: at ""APPS.XXIRIS_DOMS_SPECIALTY_UTIL_K"", line 743  Product entered by customer: ","IRIS help please order 782770423 is getting this hold that i have not seen b4 and need assistance QMSI export Hold comment Err_ID: 2251838025 Code: -6533 Msg: ORA-06533: Subscript beyond count Back Trace: ORA-06512: at ""APPS.XXIRIS_DOMS_SPECIALTY_UTIL_K"", line 743 ORA-06512: at ""APPS.XXIRIS_DOMS_SPECIALTY_UTIL_K"", line 743  Product entered by customer: ","User Request"
"2025-02-24 23:16:03","INC41721913","IRIS (Integrated Rx Information System) -  needed an order to be updated in IRIS","Hi i needed an order to be updated in IRIS O#785200239-1 with tracking number 9270190350467918804111","Hi i needed an order to be updated in IRIS O#785200239-1 with tracking number 9270190350467918804111","Order Issue"
"2025-02-24 23:22:36","INC41721971","Cayman: AddressValidation: Client Name LOCATION_INTELLIGENCE_IRIS_STAGE: Expiry","Attaching the triggered email. Scheduled the meeting with Soma to get the information on below Tried searching for LOCATION_INTELLIGENCE_IRIS_STAGE in  the Addressvalidation and github, didn't find any references.  Could you please let us know on below things •	where are we are using it LOCATION_INTELLIGENCE_IRIS_STAGE •	steps to attest it •	steps to Renew the Secrect. •	Adjusting in the code, if we have to  modify anything in config/Addressvalidation service. •	Testing. •	What is the corresponding  (LOCATION_INTELLIGENCE_IRIS_STAGE) one for prod  ","","User Request"
"2025-02-24 23:25:34","INC41722028","WI950 - Following up on 2 ticket regarding recurring IRIS issue.","EU has been having recurring issues with IRIS and had called multiple times about it.  Following up on a ticket.","","?"
"2025-02-24 23:33:12","INC41722123","need report of orders rejecting with Reject 92 that have been looping reported by RxClaim team to Christine hoppe","need report of orders rejecting with Reject 92 that have been looping reported by RxClaim team to Christine hoppe  92 - System Unavailable/Host Unavailable New processor,visit www.optum.com/en/cspfor details.","","?"
"2025-02-24 23:50:26","INC41722343","IRIS (Integrated Rx Information System) - Launch Issues","I tried updating my IRIS account, this website is blocked due to United Health Group policies "," Launch Issues","Launch Issues, User Login"
"2025-02-25 06:25:14","INC41724117","SYMANTEC MANAGEMENT PLATFORM - http://apvep79707.ms.ds.uhc.com/Altiris/NS/Agent/connectiontest.asp has problem on application SYMANTEC MANAGEMENT PLATFORM","http://apvep79707.ms.ds.uhc.com/Altiris/NS/Agent/connectiontest.asp has problem on application SYMANTEC MANAGEMENT PLATFORM","","?"
"2025-02-25 07:29:19","INC41724718","IRIS (Integrated Rx Information System) - Need IRIS Access for DV06 environment ","Need IRIS Access for DV06 environment  Responsibilities: OM Super User CAG Maintenance Pharmacist Specialty pharmacists Drug File Maintenance PO Super User  **Protected Information was moved to secure confidential data field in the incident record** Product entered by customer: ","Need IRIS Access for DV06 environment ","?"
"2025-02-25 08:59:53","INC41725441","US6156489 - Feb Release 10.5.6 - Switch ON  Profile - XXIRIS_US6156489_EMAIL_DATA_HYGIENE_PF","Request to switch ON profile: XXIRIS_US6156489_EMAIL_DATA_HYGIENE_PF","","Data Fix"
"2025-02-25 11:48:28","INC41727295","IRIS (Integrated Rx Information System) - ship orders whit errors assigned to ORX_OV_PCS_SPT","ship orders whit errors assigned to ORX_OV_PCS_SPT","ship orders whit errors assigned to ORX_OV_PCS_SPT","Order Issue"
"2025-02-25 11:59:34","INC41727463","IRIS issue","iris not loading and iv not working restarted","","Launch Issues, Errors"
"2025-02-25 12:27:52","INC41727996","Request for Help Desk support","Image Viewer is not functional or taking minutes to load each image","","Image Viewer"
"2025-02-25 12:33:12","INC41728144","HDP Growth IBT Camunda Application - Work was not loaded into Camunda","work was not loaded into Camunda","work was not loaded into Camunda","?"
"2025-02-25 12:52:02","INC41728599","Request for Help Desk support","image viewer not working","","Image Viewer"
"2025-02-25 12:55:46","INC41728512","IRIS IV PVS latency issues related to INC41724462","IRIS IV PVS latency issues related to INC41724462","","?"
"2025-02-25 13:01:33","INC41728872","IRIS (Integrated Rx Information System) - Didn't survey code 2775 in master survey list on TS02","Didn't survey code 2775 in master survey list on TS02  Product entered by customer: ","Didn't survey code 2775 in master survey list on TS02","?"
"2025-02-25 13:09:11","INC41728981","VERSE-RULES service high latency issue.","/api/clin/rxapi/verses/v1/verse-rules/ HTTPStatus=504 ""(110: Connection timed out) while reading response header from upstream""","","Latency, User Request"
"2025-02-25 13:17:02","INC41729418","Request for Help Desk support - image viewer ","my workbench and my image viewer is not working","","Image Viewer"
"2025-02-25 13:19:53","INC41729524","IRIS (Integrated Rx Information System) - unable to reset IRIS password","I cannot reste my password in IRIS","unable to reset IRIS password","Password"
"2025-02-25 13:21:12","INC41729575","CH- Orders not closed in IRIS ","781222523-1- Order not closed  Packed status in PCS, NO Tracking number.  IRIS Status- APS in process  <ns2:StatusResponse xmlns:ns2=""http://wms.softeon.response.com/order""> <ReturnStatus>0</ReturnStatus> </ns2:StatusResponse>  Product entered by customer: PCS/IRIS/WMS","","Order Issue, Latency"
"2025-02-25 13:31:09","INC41729914","IRIS password","time to change password but it wont take anything I enter, following criteria for password. keep getting ""error Password was not changed"" ","","Password, User Login"
"2025-02-25 13:38:51","INC41730286","RxClaims","reset password on rxclaims for book 2","","Password, Data Fix"
"2025-02-25 13:42:15","INC41730330","EPMP Gan msgs not populating","EPMP Gan msgs not populating","","?"
"2025-02-25 13:46:31","INC41730465","IRIS and Cayman impact on ELR network issue","IRIS impact on ELR network issue","","?"
"2025-02-25 13:50:28","INC41730874","IRIS (Integrated Rx Information System) - unable to log in - password is not changed","reset my IRIS password  ","password is not changed","Password"
"2025-02-25 14:00:15","INC41731588","IRIS - ORA-01722: INVALID NUMBER. NO CLAIMS ADJUDICATING.","ORA-01722: INVALID NUMBER. NO CLAIMS ADJUDICATING.","","User Request"
"2025-02-25 14:18:54","INC41732901","Self Service Ticket","image viewer is not working, keeps giving error  Product entered by customer: image viewer","","Image Viewer"
"2025-02-25 14:29:47","INC41733605","Self Service Ticket","Image viewer in IRIS is not working, affecting other consulting pharmacists.  Product entered by customer: Image viewer in IRIS","","Image Viewer"
"2025-02-25 14:36:58","INC41734092","Request for Help Desk support","Iamge viewer not working.","","Errors"
"2025-02-25 14:43:42","INC41734558","IRIS (Integrated Rx Information System), RightFax  is getting transmission error message for most faxes","	“Please assign to IRIS-Pharmacy Central Non Prod” RightFax  is getting transmission error message for most faxes  Product entered by customer: 	“Please assign to IRIS-Pharmacy Central Non Prod” RightFax","RightFax  is getting transmission error message for most faxes ","Alert"
"2025-02-25 14:50:03","INC41734968","IRIS (Integrated Rx Information System) - Please close aged orders in IRIS ","Please close aged orders in IRIS  781848106-1	Cannot find tracking number but viewed camera and order did leave our facility. Package ID# is 0990590781848106-101 782414021-1	Cannot find tracking number but viewed camera and order did leave our facility. Package ID# is 0952050782414021-101  Product entered by customer: ","Please close aged orders in IRIS  781848106-1	Cannot find tracking number but viewed camera and order did leave our facility. Package ID# is 0990590781848106-101 782414021-1	Cannot find tracking number but viewed camera and order did leave our facility. Package ID# is 0952050782414021-101","Order Issue, Image Viewer"
"2025-02-25 14:52:19","INC41735100","Self Service Ticket","IRIS image viewer is not working.  It shows ""Welcome to IBM content Navigator""  Product entered by customer: IRIS","","Image Viewer"
"2025-02-25 14:55:59","INC41735360","IRIS (Integrated Rx Information System) -  In TS02 I am getting an MRD hold that states ""REST Service returned WLB error with no error description. ","Please assign to IRIS-Pharmacy Central Non Prod. In TS02 I am getting an MRD hold that states ""REST Service returned WLB error with no error description. Check SOA logs for details. MSG_CONTROL_ID: 20250225100226874978"" when creating an order.  Product entered by customer: "," In TS02 I am getting an MRD hold that states ""REST Service returned WLB error with no error description. ","Order Issue"
"2025-02-25 14:58:05","INC41735494","Self Service Ticket","Image viewer not working.  Product entered by customer: Image Viewer","503: Site Temporarily Out of Service","Image Viewer"
"2025-02-25 15:13:17","INC41736734"," IRIS","COMMUNICATION ERROR MESSAGE","","Errors"
"2025-02-25 15:15:39","INC41736921","IRIS Image Viewer issue","IMAGE VIEWER FOR IRIS NOT WORKING","","Image Viewer"
"2025-02-25 15:16:12","INC41736970","Self Service Ticket","Iris image viewer is down. I am unable to get the image viewer open at this time. It is the IBM splash box only.  Product entered by customer: Iris Image Viewer","","Image Viewer, Crash"
"2025-02-25 15:21:22","INC41737338","IRIS Image Viewer won't open","the image viewer will not open","","Image Viewer"
"2025-02-25 15:21:27","INC41737345","IRIS (Integrated Rx Information System) - Unable to Login","I'm unable to login to IRIS ","I'm unable to login to IRIS ","User Login"
"2025-02-25 15:25:07","INC41737566","Image Viewer not loading ","Image viewer is not loading any content. I cleared cache already but it is still only loads a blank white screen.  Product entered by customer: ","","Image Viewer"
"2025-02-25 15:36:38","INC41738237","Self Service Ticket - Image viewer","ORACLE /IRIS IMAGE VIEWER IS NOT WORKING. Was working with no issues this morning. At around 650am PST it stopped working.   Opening Image view from oracle does populate an IBM content navigator window but nothing displays. It initially requested a log in, I signed in with my MS id information which failed. Now when i open image view its just a blank screen not even a log in option. Several agents from my team are also experiencing this same issue  Product entered by customer: oracle/iris image viewer","","Latency, User Login, Image Viewer"
"2025-02-25 15:46:16","INC41738795","IRIS (Integrated Rx Information System) - Account status not changing when refreshing","I am trying place an order and I have my SME helping me but the status on her side and status on my side is different","Account status not changing when refreshing","Order Issue"
"2025-02-25 15:47:31","INC41736785","KS950 - ImageViewer for IRIS issues","ImageViewer for IRIS issues User Restarted and still getting error pop up","","Errors, Image Viewer"
"2025-02-25 15:56:02","INC41739376","Request for Help Desk support","XXIRIS_US6655827_SOF_NOTE_SWITCH_PF is OFF","","Errors"
"2025-02-25 16:40:44","INC41741452","IRIS (Integrated Rx Information System) - Unable to Login","trying to get into an application called IRIS login verification failed did a password reset but did not send an email"," Unable to Login","Password, User Login"
"2025-02-25 16:42:20","INC41741537","IRIS (Integrated Rx Information System) - Issue where some IRIS TEXT Opt-INs are not being passed to Salesforce (vendor); we have identified thousands of phone numbers under that category (see attached file","Issue where some IRIS TEXT Opt-INs are not being passed to Salesforce (vendor); we have identified thousands of phone numbers under that category (see attached file  Product entered by customer: ProComms","Issue where some IRIS TEXT Opt-INs are not being passed to Salesforce (vendor); we have identified thousands of phone numbers under that category (see attached file ","Latency"
"2025-02-25 16:51:09","INC41741976","Unable to access IRIS","User was unable to access IRIS password needs to be reset.","","Launch Issues, Password"
"2025-02-25 16:51:51","INC41742056","Self Service Ticket","User is unable to start IRIS. When clicking on the link to start IRIS, the JAVA splash screen appears but IRIS does not start  Product entered by customer: Java: RCO_Applications","","Launch Issues"
"2025-02-25 16:57:21","INC41742310","IRIS (Integrated Rx Information System) slow not updating the password INC41724462 ","I'm  Unable to Login to login to IRIS not loading INC41724462 ","please contact your administrator","Password, User Login"
"2025-02-25 17:22:07","INC41743298","IRIS (Integrated Rx Information System) - Unable to Login","I'm unable to login to IRIS. I did the restart and try to clear the cache but still getting the same issue.","Login failed. Please verify login information or contact the system administration.","User Login"
"2025-02-25 17:37:08","INC41743900","IRIS (Integrated Rx Information System) - frozen","My computer froze. Cannot find my id. ","Froze","Latency"
"2025-02-25 17:40:23","INC41744004","Self Service Ticket","IRIS would not let me enter certain drugs despite restarting program, clearing cache, and using generic. I did a reset of the entire computer and it worked.   NO ADDITIONAL HELP IS NEEDED THIS IS JUST TO RECEIVE TICKET INFORMATION  Product entered by customer: ","","?"
"2025-02-25 17:47:20","INC41744266","IRIS issue","iris is blacked out, and ive had to restart several times today already - now screen is black and i am unable to get it back","","Latency, Errors"
"2025-02-25 17:48:14","INC41744296","Selected Issue: IRIS","iris keeps freezing  and unable to close out through task manager to finish orders ","","Latency"
"2025-02-25 18:09:39","INC41745030","IRIS (Integrated Rx Information System) - Password Reset","Iris asked me to make a new password then when I go in to log in it dosent accept my new password and also dosent accept my old password","Password Reset","Password"
"2025-02-25 18:27:22","INC41745625","IRIS (Integrated Rx Information System) - stuck on loading ","My iris, when I trying to save a medication. It keep running and running in circles","stuck on laoding ","Launch Issues, nonsense"
"2025-02-25 18:43:57","INC41746112","IRIS password issue","IRIS password issue","","Password"
"2025-02-25 19:03:00","INC41746732","IRIS (Integrated Rx Information System) -IRIS is not  receiving inventory transactions from Procure to Pay","IRIS is not  receiving inventory transactions from Procure to Pay","IRIS is not  receiving inventory transactions from Procure to Pay","?"
"2025-02-25 19:13:33","INC41747078","Selected Issue: IRIS","MY JAVA WON['T COME UP I DID CACHE","","Errors"
"2025-02-25 19:29:18","INC41747548","Please assign to ""IRIS-Pharmacy Central Non Prod"" ServiceNow Group - IRIS TS02 Database - DBA Team - Same issue as Prod with ELR POD being down","Please assign to ""IRIS-Pharmacy Central Non Prod"" ServiceNow Group - IRIS TS02 Database - DBA Team - Same issue as Prod with ELR POD being down. DBA team needs to resolve same way they resolve Production.","Please assign to ""IRIS-Pharmacy Central Non Prod"" ServiceNow Group - IRIS TS02 Database - DBA Team - Same issue as Prod with ELR POD being down","User Request"
"2025-02-25 19:31:09","INC41747618","IRIS - MD comm is not created ","When initiating clarification faxes from Pharmacy Central from beta production environment, MD comm is not created getting on the IRIS side sporadically which results in faxes not being sent.  Product entered by customer: IRIS Assign to following workgroup: MSA ORACLE EBS (RXS) – SPT","MD comm is not created ","User Request"
"2025-02-25 19:35:00","INC41747652","There was a request to have Support look further into a non-replicable defect - DE781600 - ","There was a request to have Support look further into a non-replicable defect - DE781600 -  - please review the code for the following to determine the RCA.  OLD INC - INC31579238  ","","?"
"2025-02-25 19:55:33","INC41748318","IRIS (Integrated Rx Information System) - Since 9 am this morning my team has been unable to recall orders in IRIS. Orders that were recalled around 9am never came back to be fixed. They ended up shipping out. Typically recalling an order takes 5-10 ","Since 9 am this morning my team has been unable to recall orders in IRIS. Orders that were recalled around 9am never came back to be fixed. They ended up shipping out. Typically recalling an order takes 5-10 minutes when its Aps in process status, today however, no order seem to be recalling. The status shows recall was submitted.","Since 9 am this morning my team has been unable to recall orders in IRIS. Orders that were recalled around 9am never came back to be fixed. They ended up shipping out. Typically recalling an order takes 5-10 minutes when its Aps in process status, today however, no order seem to be recalling. The status shows recall was submitted.","Order Issue"
"2025-02-25 20:03:29","INC41748462","doc set merge","doc id 1284011237 on doc set  7705907486 needs to be on doc set 7705907484","","?"
"2025-02-25 20:10:41","INC41748777","Selected Issue: IRIS","constant mouse focus today","","?"
"2025-02-25 20:13:54","INC41748870","XXIRIS OM QMSI Threshold Check","IRIS please put IRIS threshold check for all HDP orgs on hold for 3 hours org 3, 7, 8, 32, 33, 34, 41| assign to Sushil Saxena Team please  Product entered by customer: ","","Alert, User Request, nonsense"
"2025-02-25 20:30:50","INC41749374","IRIS issues","Iris lagging and spinning during calls.  occasionally has to be shut down and reopened to stop spinning. ","","Latency, Errors, Crash"
"2025-02-25 20:47:42","INC41749843","IRIS (Integrated Rx Information System) - User's Account information was not coming up in the IRIS Application.","I am having issue with the IRIS Application.","User's Account information was not coming up in the IRIS Application.","User Login, Errors"
"2025-02-25 21:05:59","INC41750352","Advocate Central Error / IRIS freezing","getting error A/Central and Iris not loading, both programs","","Launch Issues, Latency, Errors"
"2025-02-25 21:22:49","INC41750477","Run Activate Skill Set Wednesday night 02/26 @10pm cst Purge N","Please run activate skill set Wed night IRIS Skill Set: Rems Verification Queue Remove/Delete: Hold REMS Rph Consult Hold - Exclude","","Crash"
"2025-02-25 21:27:59","INC41750986","IRIS (Integrated Rx Information System) - Information does not match the data being inputted","I have working with IRIS and have been having issues ","Iris has display issues/","Errors"
"2025-02-25 21:37:01","INC41751261","IRIS   shows outgoing texts for Refill Reminders and patient claims they have not received any","IRIS shows outgoing texts for Refill Reminders and patient claims they have not received any","IRIS shows outgoing texts for Refill Reminders and patient claims they have not received any","?"
"2025-02-25 21:39:25","INC41751325","Orders that are being recalled are not being recalled and stuck in APS  Product entered by customer: MSA ORACLE EBS (RXS) – SPT","Orders that are being recalled are not being recalled and stuck in APS  Product entered by customer: MSA ORACLE EBS (RXS) – SPT","","Order Issue"
"2025-02-25 21:47:26","INC41751467","want to add users to lookup table XXIRIS_ADDRESS_UPDATION_USERS","want to add users to lookup table XXIRIS_ADDRESS_UPDATION_USERS Jennifer Presley                             jpresl3 Jessica Herrera                             jherr13 Elizabeth Garcia                          egarc45 Tina Grudman                               tgrudma Nina Kwak                                       nkwak Robin Vail                                         rvail2 ","","?"
"2025-02-25 21:53:25","INC41751698","IRIS (Integrated Rx Information System) - Hi i needed an order to be updated in IRIS O#782262177-1 with tracking number 1ZC6R5151300568459","Hi i needed an order to be updated in IRIS O#782262177-1 with tracking number 1ZC6R5151300568459","Hi i needed an order to be updated in IRIS O#782262177-1 with tracking number 1ZC6R5151300568459","?"
"2025-02-25 22:00:39","INC41751896","IRIS - Errors entering into pt order info and unable to see booked orders","I AM GETTING INVALID NUMBER WHEN I GO INTO PT ORDER INFO AND WHEN I TRY TO CLOSE IRIS I GET A ERROR MESSAGE AS WELL.   Uninstalled java settings for KANA. Left java settings for PAS installed Updated java from 411 to 421, reinstalled java settings for IRIS. Cleared edge cache, java cache, temp files, restarted pc. The only error that seems to be remaining is the AST_INT_PROC_ERROR Added IRIS triage info: Summary of the issue: I am getting error when going into the pt order info and when i try to go out  Error(s): invalid number, unable to perform query and asttmcom.ast-form-navigate What is the business impact due to this issue?:I need IRIS to take calls  Detailed steps of the issue (Include screenshots, what you are doing in IRIS at the time of the issue, and what responsibility you are using.): What is supposed to happen if it was working correctly?: I should be able to look at orders in acc and close out with no pop up Workaround (include screenshots): Approx start time of issue:4:00pm(cst) Any other details you feel may be helpful in finding a resolution: N/A Advised Clavis to visit https://goto.optum.com/ViewMyTickets and add any account info to give examples in the protected information field Escalated to IRIS team","","Order Issue, Errors"
"2025-02-25 22:04:48","INC41752018","IRIS (Integrated Rx Information System) - Unable to find issue for IRIS (Integrated Rx Information System)","It is in relation to my IRIS application I could not do a price check and refill","It is in relation to my IRIS application I could not do a price check and refill","Errors"
"2025-02-25 22:51:17","INC41752960","My iris is froze when setting up advance order","my iris is froze when setting up advance order","IRIS froze when setting up advance order","Order Issue"
"2025-02-25 23:19:46","INC41753374","IRIS - Errors entering into pt order info and unable to see booked orders","I AM GETTING INVALID NUMBER WHEN I GO INTO PT ORDER INFO AND WHEN I TRY TO CLOSE IRIS I GET A ERROR MESSAGE AS WELL.  INC41751896 Uninstalled java settings for KANA. Left java settings for PAS installed Updated java from 411 to 421, reinstalled java settings for IRIS. Cleared edge cache, java cache, temp files, restarted pc. The only error that seems to be remaining is the AST_INT_PROC_ERROR Added IRIS triage info: Summary of the issue: I am getting error when going into the pt order info and when i try to go out  Error(s): invalid number, unable to perform query and asttmcom.ast-form-navigate What is the business impact due to this issue?:I need IRIS to take calls  Detailed steps of the issue (Include screenshots, what you are doing in IRIS at the time of the issue, and what responsibility you are using.): What is supposed to happen if it was working correctly?: I should be able to look at orders in acc and close out with no pop up Workaround (include screenshots): Approx start time of issue:4:00pm(cst) Any other details you feel may be helpful in finding a resolution: N/A Advised Clavis to visit https://goto.optum.com/ViewMyTickets and add any account info to give examples in the protected information field Escalated to IRIS team","","Order Issue, Errors"
"2025-02-25 23:31:14","INC41753522","IRIS - Delayed  Issue ","user said that she needs ticket no for documentation after performing troubleshooting due to delayed IRIS performance ","","Latency"
"2025-02-26 00:07:37","INC41753972","IRIS - needed an order to be update","Hi i needed an order to be updated in IRIS O#783456290-1 with tracking number 1ZC6R5150100594452","","?"
"2025-02-26 01:12:09","INC41754449"," Iris will not let me check Prices/Unable to place orders"," Iris will not let me check Prices/Unable to place orders ","","Order Issue"
"2025-02-26 03:57:51","INC41755133","Please unlock IRISADMIN frontend id","Please unlock IRISADMIN frontend id","","?"
"2025-02-26 06:02:59","INC41755491","IRIS (Integrated Rx Information System) - XXIRIS Process Inbound eRx communications program is running with Inactive phase in TS02 env","Please assign to IRIS-Pharmacy Central Non Prod  Issue  - XXIRIS Process Inbound eRx communications program is running with Inactive phase in TS02 env  We are facing issue after submitting XXIRIS Process Inbound eRx communications program.   Request ID – 822595848 Phase – Inactive Status – No Manager Env -TS02  As part of Pharmacy central regression , we need to create new Erx to validate Image Viewer cases.  Currently we are blocked due to this issue and need to complete regression today.  Could you please help on this as soon as possible.  Product entered by customer: ","We are facing issue after submitting XXIRIS Process Inbound eRx communications program. ","Alert"
"2025-02-26 06:08:52","INC41755512","IRIS  - System did not apply a DUR Hold with a non-mail order med added via Clinical Data Request.","System did not apply a DUR Hold with a non-mail order med added via Clinical Data Request.  Product entered by customer: IRIS Assign to: MSA ORACLE EBS (RXS) – SPT","System did not apply a DUR Hold with a non-mail order med added via Clinical Data Request. ","User Request"
"2025-02-26 07:50:07","INC41755822","IRIS (Integrated Rx Information System) - Request or Update Access to IRIS (Integrated Rx Information System)","Please assign to IRIS-Pharmacy Central Non Prod. Need IRIS Access for DV06 environment   Product entered by customer: ","Need IRIS Access for DV06 environment  ","User Request"
